"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,813,907,910,,,,
,52,814,044,049,,,,
,52,814,084,084,,,,
,52,818,010,029,,,,
,52,818,050,054,,,,
,52,818,074,088,,,,
,52,818,090,099,,,,
,52,818,111,113,,,,
,52,818,116,117,,,,
,52,818,119,120,,,,
,52,818,136,139,,,,
,52,818,161,163,,,,
,52,818,168,169,,,,
,52,818,172,172,,,,
,52,818,175,176,,,,
,52,818,178,182,,,,
,52,818,188,189,,,,
,52,818,200,210,,,,
,52,818,222,225,,,,
,52,818,250,260,,,,
,52,818,270,277,,,,
,52,818,280,280,,,,
,52,818,287,287,,,,
,52,818,309,309,,,,
,52,818,362,362,,,,
,52,818,366,366,,,,
,52,818,396,396,,,,
,52,818,402,402,,,,
,52,818,458,476,,,,
,52,818,498,499,,,,
,52,818,600,605,,,,
,52,818,653,660,,,,
,52,818,669,669,,,,
,52,818,680,693,,,,
,52,818,704,709,,,,
,52,818,777,778,,,,
,52,818,799,800,,,,
,52,818,805,805,,,,
,52,818,868,868,,,,
,52,821,102,102,,,,
,52,821,104,104,,,,
,52,821,111,111,,,,
,52,821,117,119,,,,
,52,821,121,121,,,,
,52,821,126,126,,,,
