"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,488,123,124,,,,
,52,488,126,126,,,,
,52,488,128,128,,,,
,52,488,132,134,,,,
,52,488,136,137,,,,
,52,488,140,143,,,,
,52,488,145,145,,,,
,52,488,149,149,,,,
,52,488,160,160,,,,
,52,488,173,174,,,,
,52,488,178,179,,,,
,52,488,193,193,,,,
,52,488,204,204,,,,
,52,488,883,883,,,,
,52,488,885,885,,,,
,52,488,889,889,,,,
,52,489,100,100,,,,
,52,489,104,105,,,,
,52,489,107,120,,,,
,52,489,122,123,,,,
,52,489,125,128,,,,
,52,489,130,130,,,,
,52,489,139,139,,,,
,52,489,175,175,,,,
,52,489,177,177,,,,
,52,489,197,197,,,,
,52,492,100,107,,,,
,52,492,111,113,,,,
,52,492,116,117,,,,
,52,492,121,130,,,,
,52,492,132,132,,,,
,52,492,134,134,,,,
,52,492,136,137,,,,
,52,492,143,146,,,,
,52,492,159,162,,,,
,52,492,170,182,,,,
,52,492,193,193,,,,
,52,492,195,198,,,,
,52,492,200,204,,,,
,52,492,208,208,,,,
,52,492,223,225,,,,
,52,492,227,230,,,,
,52,492,242,247,,,,
,52,492,252,252,,,,
,52,492,264,269,,,,
