"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,718,109,109,,,,
,52,719,110,110,,,,
,52,719,114,114,,,,
,52,721,112,114,,,,
,52,721,117,117,,,,
,52,721,120,120,,,,
,52,721,889,889,,,,
,52,722,100,107,,,,
,52,722,110,111,,,,
,52,722,115,117,,,,
,52,722,119,122,,,,
,52,722,124,125,,,,
,52,722,128,131,,,,
,52,722,133,133,,,,
,52,722,137,141,,,,
,52,722,145,148,,,,
,52,722,151,152,,,,
,52,722,154,161,,,,
,52,722,166,166,,,,
,52,722,168,175,,,,
,52,722,181,184,,,,
,52,722,200,200,,,,
,52,722,202,204,,,,
,52,722,206,206,,,,
,52,722,224,225,,,,
,52,722,229,231,,,,
,52,722,239,239,,,,
,52,722,243,244,,,,
,52,722,248,248,,,,
,52,722,250,254,,,,
,52,722,256,256,,,,
,52,722,260,260,,,,
,52,722,263,264,,,,
,52,722,267,267,,,,
,52,722,269,269,,,,
,52,722,281,281,,,,
,52,722,284,284,,,,
,52,722,289,295,,,,
,52,722,300,300,,,,
,52,722,303,304,,,,
,52,722,312,315,,,,
,52,722,322,322,,,,
,52,722,347,351,,,,
,52,722,354,358,,,,
,52,722,360,377,,,,
