"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,494,942,943,,,,
,52,494,949,949,,,,
,52,495,101,101,,,,
,52,495,103,103,,,,
,52,495,106,107,,,,
,52,495,109,109,,,,
,52,495,111,111,,,,
,52,495,121,121,,,,
,52,495,127,127,,,,
,52,495,132,133,,,,
,52,495,148,148,,,,
,52,495,194,195,,,,
,52,495,223,223,,,,
,52,495,958,958,,,,
,52,496,101,101,,,,
,52,496,104,105,,,,
,52,496,107,107,,,,
,52,496,110,110,,,,
,52,496,112,114,,,,
,52,496,116,119,,,,
,52,496,121,128,,,,
,52,496,130,135,,,,
,52,496,139,139,,,,
,52,496,141,143,,,,
,52,496,147,148,,,,
,52,496,155,155,,,,
,52,496,165,165,,,,
,52,496,177,178,,,,
,52,496,200,200,,,,
,52,496,207,209,,,,
,52,496,229,229,,,,
,52,496,961,961,,,,
,52,498,100,100,,,,
,52,498,102,102,,,,
,52,498,104,106,,,,
,52,498,109,110,,,,
,52,498,112,117,,,,
,52,498,119,123,,,,
,52,498,125,125,,,,
,52,498,128,128,,,,
,52,498,150,151,,,,
,52,498,981,981,,,,
,52,499,100,100,,,,
,52,499,102,103,,,,
,52,499,105,105,,,,
