"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,649,101,117,,,,
,52,649,120,120,,,,
,52,649,124,124,,,,
,52,649,196,197,,,,
,52,649,392,392,,,,
,52,651,100,101,,,,
,52,651,104,104,,,,
,52,651,106,106,,,,
,52,651,108,108,,,,
,52,651,111,111,,,,
,52,651,114,114,,,,
,52,651,513,513,,,,
,52,652,101,101,,,,
,52,652,103,106,,,,
,52,652,108,108,,,,
,52,652,192,192,,,,
,52,652,570,570,,,,
,52,653,103,103,,,,
,52,653,107,107,,,,
,52,653,112,116,,,,
,52,653,119,121,,,,
,52,653,123,123,,,,
,52,653,127,127,,,,
,52,653,129,130,,,,
,52,653,132,132,,,,
,52,653,137,137,,,,
,52,653,145,146,,,,
,52,653,155,156,,,,
,52,653,158,158,,,,
,52,653,160,166,,,,
,52,653,174,177,,,,
,52,653,188,188,,,,
,52,653,207,209,,,,
,52,653,218,218,,,,
,52,653,236,236,,,,
,52,653,258,258,,,,
,52,653,530,530,,,,
,52,653,538,539,,,,
,52,653,849,849,,,,
,52,656,100,115,,,,
,52,656,120,138,,,,
,52,656,144,145,,,,
,52,656,148,150,,,,
,52,656,166,169,,,,
,52,656,174,176,,,,
