"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,811,582,591,,,,
,52,811,596,596,,,,
,52,811,599,613,,,,
,52,811,626,631,,,,
,52,811,633,640,,,,
,52,811,652,665,,,,
,52,811,679,684,,,,
,52,811,686,693,,,,
,52,811,695,697,,,,
,52,811,740,749,,,,
,52,811,778,802,,,,
,52,811,818,828,,,,
,52,811,903,917,,,,
,52,811,973,999,,,,
,52,812,000,019,,,,
,52,812,021,032,,,,
,52,812,034,040,,,,
,52,812,100,100,,,,
,52,812,146,148,,,,
,52,812,189,213,,,,
,52,812,260,260,,,,
,52,812,311,312,,,,
,52,812,319,344,,,,
,52,812,346,375,,,,
,52,812,377,449,,,,
,52,812,465,467,,,,
,52,812,478,478,,,,
,52,812,569,648,,,,
,52,812,717,717,,,,
,52,812,858,880,,,,
,52,812,882,931,,,,
,52,813,066,066,,,,
,52,813,071,141,,,,
,52,813,232,281,,,,
,52,813,283,283,,,,
,52,813,365,365,,,,
,52,813,374,374,,,,
,52,813,377,380,,,,
,52,813,402,421,,,,
,52,813,429,433,,,,
,52,813,542,545,,,,
,52,813,549,609,,,,
,52,813,716,716,,,,
,52,813,734,739,,,,
,52,813,900,900,,,,
