"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,624,110,110,,,,
,52,624,113,113,,,,
,52,624,117,117,,,,
,52,624,119,119,,,,
,52,624,121,122,,,,
,52,624,125,125,,,,
,52,624,128,129,,,,
,52,624,132,132,,,,
,52,624,137,137,,,,
,52,624,141,141,,,,
,52,624,145,145,,,,
,52,624,147,147,,,,
,52,624,150,151,,,,
,52,624,154,161,,,,
,52,624,164,166,,,,
,52,624,168,168,,,,
,52,624,171,171,,,,
,52,624,174,179,,,,
,52,624,182,182,,,,
,52,624,184,184,,,,
,52,624,191,192,,,,
,52,624,210,213,,,,
,52,624,217,222,,,,
,52,624,224,231,,,,
,52,624,237,244,,,,
,52,624,250,250,,,,
,52,624,261,267,,,,
,52,624,288,288,,,,
,52,624,314,320,,,,
,52,624,355,355,,,,
,52,624,358,358,,,,
,52,624,382,382,,,,
,52,625,100,106,,,,
,52,625,110,111,,,,
,52,625,114,115,,,,
,52,625,118,122,,,,
,52,625,125,127,,,,
,52,625,130,130,,,,
,52,625,133,134,,,,
,52,625,145,154,,,,
,52,625,156,160,,,,
,52,625,180,180,,,,
,52,625,195,197,,,,
,52,625,205,207,,,,
,52,625,224,224,,,,
