Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
MME,r4myorernfvmme01,,200.95.162.116,,ERICSSON,,-06:00
MME,r6orarernfvmme01,,200.95.162.118,,ERICSSON,,-06:00
MME,r6corrernfvmme01,,200.95.162.120,,ERICSSON,,-06:00
MME,r9nexrernfvmme01,,200.95.162.122,,ERICSSON,,-06:00
MME,r9sjnrernfvmme01,,200.95.162.124,,ERICSSON,,-06:00
HLR,TELCEL GT,52 94100162010,,,TELNA,,+00:00
SCP,TELCEL GT,52 94100162670,,,TELNA,,+00:00
SMSC,TELCEL GT,52 94100162160,,,TELNA,,+00:00
SGW,R7CTPRHWNFVCGW02,,200.95.168.4,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVCGW02,,200.95.168.5,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.28,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.29,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.30,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.31,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.32,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.33,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.34,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.35,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.36,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.37,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.38,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.39,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.40,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.41,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.42,,HUAWEI,,-06:00
SGW,R7CTPRHWNFVDGW02,,200.95.168.43,,HUAWEI,,-06:00
