"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,937,100,105,,,,
,52,937,108,110,,,,
,52,937,118,123,,,,
,52,937,125,129,,,,
,52,937,139,142,,,,
,52,937,153,155,,,,
,52,937,162,172,,,,
,52,937,223,223,,,,
,52,937,227,230,,,,
,52,937,267,267,,,,
,52,937,270,272,,,,
,52,937,283,283,,,,
,52,937,294,294,,,,
,52,937,369,369,,,,
,52,937,374,374,,,,
,52,937,377,378,,,,
,52,938,100,102,,,,
,52,938,104,110,,,,
,52,938,115,116,,,,
,52,938,119,120,,,,
,52,938,123,125,,,,
,52,938,128,130,,,,
,52,938,132,137,,,,
,52,938,140,142,,,,
,52,938,151,152,,,,
,52,938,156,160,,,,
,52,938,168,172,,,,
,52,938,176,187,,,,
,52,938,199,199,,,,
,52,938,211,211,,,,
,52,938,235,235,,,,
,52,938,250,250,,,,
,52,938,255,255,,,,
,52,938,383,383,,,,
,52,938,385,386,,,,
,52,938,389,389,,,,
,52,938,400,401,,,,
,52,938,405,405,,,,
,52,951,100,107,,,,
,52,951,109,119,,,,
,52,951,123,131,,,,
,52,951,134,136,,,,
,52,951,145,146,,,,
,52,951,156,162,,,,
,52,951,164,165,,,,
