"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,329,107,107,,,,
,52,329,112,112,,,,
,52,331,004,027,,,,
,52,331,038,048,,,,
,52,331,061,075,,,,
,52,331,081,082,,,,
,52,331,088,098,,,,
,52,331,108,110,,,,
,52,331,112,118,,,,
,52,331,129,135,,,,
,52,331,138,145,,,,
,52,331,147,151,,,,
,52,331,154,158,,,,
,52,331,169,178,,,,
,52,331,184,186,,,,
,52,331,193,197,,,,
,52,331,216,223,,,,
,52,331,225,225,,,,
,52,331,227,230,,,,
,52,331,241,252,,,,
,52,331,254,256,,,,
,52,331,260,270,,,,
,52,331,272,273,,,,
,52,331,279,283,,,,
,52,331,285,289,,,,
,52,331,292,305,,,,
,52,331,307,314,,,,
,52,331,318,321,,,,
,52,331,323,333,,,,
,52,331,335,367,,,,
,52,331,382,388,,,,
,52,331,395,399,,,,
,52,331,405,419,,,,
,52,331,422,453,,,,
,52,331,455,471,,,,
,52,331,473,473,,,,
,52,331,479,479,,,,
,52,331,485,489,,,,
,52,331,511,513,,,,
,52,331,517,520,,,,
,52,331,526,529,,,,
,52,331,531,540,,,,
,52,331,544,546,,,,
,52,331,563,564,,,,
,52,331,569,576,,,,
