"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,687,120,126,,,,
,52,687,129,130,,,,
,52,687,133,135,,,,
,52,687,139,142,,,,
,52,687,145,147,,,,
,52,687,152,153,,,,
,52,687,156,162,,,,
,52,687,165,170,,,,
,52,687,172,175,,,,
,52,687,177,183,,,,
,52,687,192,199,,,,
,52,687,206,206,,,,
,52,687,234,234,,,,
,52,687,253,253,,,,
,52,687,366,367,,,,
,52,687,857,857,,,,
,52,687,873,873,,,,
,52,687,876,878,,,,
,52,687,887,887,,,,
,52,687,938,938,,,,
,52,687,999,999,,,,
,52,694,108,108,,,,
,52,694,110,110,,,,
,52,694,113,113,,,,
,52,694,115,120,,,,
,52,694,129,129,,,,
,52,694,138,138,,,,
,52,694,164,164,,,,
,52,694,184,184,,,,
,52,694,951,951,,,,
,52,694,956,956,,,,
,52,695,108,110,,,,
,52,695,113,114,,,,
,52,695,116,116,,,,
,52,695,119,120,,,,
,52,695,122,122,,,,
,52,695,129,129,,,,
,52,695,138,138,,,,
,52,695,186,187,,,,
,52,695,951,951,,,,
,52,695,956,956,,,,
,52,696,100,100,,,,
,52,696,102,102,,,,
,52,696,104,105,,,,
,52,696,107,113,,,,
