"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,461,315,319,,,,
,52,461,328,330,,,,
,52,461,341,346,,,,
,52,461,352,354,,,,
,52,461,356,356,,,,
,52,461,376,382,,,,
,52,461,398,403,,,,
,52,461,421,422,,,,
,52,461,443,443,,,,
,52,461,546,546,,,,
,52,462,100,103,,,,
,52,462,106,111,,,,
,52,462,113,113,,,,
,52,462,115,117,,,,
,52,462,123,123,,,,
,52,462,125,126,,,,
,52,462,129,130,,,,
,52,462,140,141,,,,
,52,462,146,150,,,,
,52,462,152,153,,,,
,52,462,156,158,,,,
,52,462,176,178,,,,
,52,462,190,194,,,,
,52,462,207,210,,,,
,52,462,217,218,,,,
,52,462,220,220,,,,
,52,462,231,238,,,,
,52,462,241,241,,,,
,52,462,249,252,,,,
,52,462,266,272,,,,
,52,462,285,292,,,,
,52,462,303,310,,,,
,52,462,319,319,,,,
,52,462,332,341,,,,
,52,462,367,376,,,,
,52,462,397,397,,,,
,52,462,419,420,,,,
,52,462,482,484,,,,
,52,462,509,509,,,,
,52,462,600,600,,,,
,52,462,602,602,,,,
,52,462,604,605,,,,
,52,462,621,621,,,,
,52,462,630,630,,,,
,52,462,632,632,,,,
