"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,779,127,127,,,,
,52,779,140,140,,,,
,52,781,100,100,,,,
,52,781,103,104,,,,
,52,781,107,111,,,,
,52,781,114,114,,,,
,52,781,119,120,,,,
,52,782,100,107,,,,
,52,782,109,109,,,,
,52,782,112,118,,,,
,52,782,121,123,,,,
,52,782,128,134,,,,
,52,782,136,136,,,,
,52,782,143,145,,,,
,52,782,165,170,,,,
,52,782,172,175,,,,
,52,782,184,189,,,,
,52,782,192,197,,,,
,52,782,201,203,,,,
,52,782,208,212,,,,
,52,782,219,224,,,,
,52,782,238,238,,,,
,52,782,251,255,,,,
,52,782,273,273,,,,
,52,782,291,292,,,,
,52,782,528,528,,,,
,52,782,828,829,,,,
,52,782,883,883,,,,
,52,782,888,888,,,,
,52,783,104,104,,,,
,52,783,106,106,,,,
,52,783,108,108,,,,
,52,783,110,112,,,,
,52,783,115,116,,,,
,52,783,123,124,,,,
,52,783,126,126,,,,
,52,783,134,147,,,,
,52,783,150,152,,,,
,52,783,158,158,,,,
,52,783,176,177,,,,
,52,783,179,179,,,,
,52,783,197,197,,,,
,52,783,579,581,,,,
,52,783,831,832,,,,
,52,783,839,839,,,,
