"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,967,311,312,,,,
,52,967,679,680,,,,
,52,967,683,683,,,,
,52,967,706,706,,,,
,52,968,100,100,,,,
,52,968,103,103,,,,
,52,968,105,109,,,,
,52,968,112,112,,,,
,52,968,114,114,,,,
,52,968,117,121,,,,
,52,968,123,125,,,,
,52,968,127,130,,,,
,52,968,134,134,,,,
,52,968,151,153,,,,
,52,968,189,189,,,,
,52,968,239,239,,,,
,52,968,670,670,,,,
,52,968,689,689,,,,
,52,968,744,744,,,,
,52,969,105,105,,,,
,52,969,109,109,,,,
,52,971,100,104,,,,
,52,971,107,107,,,,
,52,971,113,121,,,,
,52,971,125,128,,,,
,52,971,131,132,,,,
,52,971,137,137,,,,
,52,971,139,142,,,,
,52,971,144,146,,,,
,52,971,149,150,,,,
,52,971,152,155,,,,
,52,971,157,160,,,,
,52,971,168,170,,,,
,52,971,173,181,,,,
,52,971,185,187,,,,
,52,971,193,193,,,,
,52,971,206,209,,,,
,52,971,220,223,,,,
,52,971,234,234,,,,
,52,971,261,265,,,,
,52,971,292,292,,,,
,52,971,334,334,,,,
,52,971,348,350,,,,
,52,971,702,702,,,,
,52,971,711,711,,,,
