"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,696,115,117,,,,
,52,696,120,120,,,,
,52,696,124,124,,,,
,52,696,127,127,,,,
,52,696,964,964,,,,
,52,697,102,102,,,,
,52,697,104,104,,,,
,52,697,107,107,,,,
,52,697,109,117,,,,
,52,697,119,119,,,,
,52,697,124,124,,,,
,52,697,729,729,,,,
,52,698,103,104,,,,
,52,698,106,117,,,,
,52,698,120,120,,,,
,52,698,125,125,,,,
,52,698,128,128,,,,
,52,698,860,860,,,,
,52,698,889,889,,,,
,52,711,106,106,,,,
,52,711,109,109,,,,
,52,712,100,102,,,,
,52,712,105,105,,,,
,52,712,107,108,,,,
,52,712,113,116,,,,
,52,712,118,118,,,,
,52,712,126,126,,,,
,52,712,128,130,,,,
,52,712,132,136,,,,
,52,712,138,143,,,,
,52,712,147,155,,,,
,52,712,158,160,,,,
,52,712,162,169,,,,
,52,712,171,176,,,,
,52,712,180,183,,,,
,52,712,187,193,,,,
,52,712,210,211,,,,
,52,712,213,220,,,,
,52,712,222,235,,,,
,52,712,238,238,,,,
,52,712,250,256,,,,
,52,712,265,266,,,,
,52,712,285,285,,,,
,52,712,289,289,,,,
,52,712,297,297,,,,
