Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
HLR,Front_End,1 438276 0051 / 0060,,,NSN,19.0,-05:00
HLR,HLR/EIR,1 438276 0061 / 0066,,,Nokia,19.0,-05:00
HLR,Front_End,1 647383 2011 / 2011,,,NSN,19.0,-05:00
HLR,Front_End,1 647384 0050 / 0060,,,NSN,19.0,-05:00
HLR,HLR/EIR,1 647384 0062 / 0066,,,Nokia,19.0,-05:00
HLR,HLR/EIR,1 647384 0071 / 0071,,,Nokia,19.0,-05:00
HLR,Staging,1 647384 0074 / 0074,,,,,-04:00
HLR,Back_End,1 647384 0081 / 0091,,,NSN,19.0 NDS,-05:00
HLR,HLR/EIR,1 647384 2016 / 2018,,,,,-04:00
Other,Staging IPSM,1 438276 2013 / 2013,,,Airwide,,-05:00
IP-SMGW,IPSM,1 438276 2017 / 2017,,,Airwide,,-04:00
IP-SMGW,IPSM,1 647383 2017 / 2017,,,Airwide,,-04:00
MSC/VLR-3G,MSC_1,1 403408 0002 / 0002,,,NSNATCA,16.2,-06:00
MSC/VLR-3G,MSC_2,1 403408 0009 / 0009,,,ATCA- NSN,16.2,-06:00
MSC/VLR-3G,MSC_1,1 438276 0002 / 0003,,,NSNATCA,16.2,-04:00
MSC/VLR-3G,MSC_3,1 438276 0008 / 0009,,,ATCA- NSN,16.2,-04:00
MSC/VLR-3G,MSC_1,1 604348 0002 / 0002,,,NSN,16.2,-07:00
MSC/VLR-3G,MSC_2,1 604348 0009 / 0009,,,ATCA-NSN,16.2,-07:00
MSC/VLR-3G,MSC_1,1 647383 0002 / 0002,,,NSNATCA,16.2,-04:00
MSC/VLR-3G,MSC_3,1 647383 0009 / 0009,,,ATCA NSN,16.2,-04:00
MSC/VLR-3G,MSC,1 647383 2010 / 2010,,,NSN,16.2,-05:00
MSC/VLR-3G,MSC_1,1 647384 0002 / 0002,,,NSN,16.2,-05:00
MSC/VLR-3G,MSC_3,1 647384 0009 / 0009,,,ATCA NSN,16.2,-04:00
MSC/VLR-3G,MSC_1,1 902718 0002 / 0002,,,NSNATCA,16.2,-04:00
MSC/VLR-3G,MSC_2,1 902718 0009 / 0009,,,ATCA- NSN,16.2,-03:00
Other,LBS,1 438276 2007 / 2007,,,HP,,-04:00
Other,SMS_anti_Spam,1 438276 2020 / 2021,,,Airwide,,-04:00
Other,Enhanced_Service,1 438276 2030 / 2036,,,Roamware,,-04:00
Other,Enhanced_Service,1 647383 2004 / 2004,,,Roamware,,-04:00
Other,Enhanced Service,1 647383 2012 / 2012,,,,,-04:00
Other,SMS_anti_Spam,1 647383 2020 / 2021,,,Airwide,,-04:00
Other,Enhanced_Service,1 647383 2999 / 2999,,,,,-04:00
Other,Enhanced Service,1 647384 2030 / 2038,,,Mobileum,,-04:00
Other,Enhanced Service,1 647384 2050 / 2052,,,Mobileum,,-04:00
SGSN-3G,BSGC_1,1 403408 1004 / 1004,184.151.126.248/29,,Cisco,17.5,-06:00
SGSN-3G,BSGA_1,1 403408 1009 / 1009,184.151.126.248/29,,Cisco,17.5,-06:00
SGSN-3G,BSGT_1,1 438276 1003 / 1003,184.151.126.200/29,,Cisco,17.5,-04:00
SGSN-3G,BSGA_1,1 438276 1007 / 1007,184.151.126.200/29,,Cisco,17.5,-04:00
SGSN-3G,BSGA_1,1 438276 1009 / 1010,184.151.126.216/29,,Cisco,17.5,-04:00
SGSN-3G,BSGV_1,1 604348 1001 / 1001,184.151.126.232/29,,Cisco,17.5,-07:00
SGSN-3G,BSGA_1,1 604348 1009 / 1009,184.151.126.232/29,,Cisco,17.5,-07:00
SGSN-3G,BSGQ_1,1 647383 1003 / 1004,184.151.62.104/29,,Cisco,19.4,-04:00
SGSN-3G,BSGA_1,1 647383 1008 / 1009,184.151.62.104/29,,Cisco,17.5,-04:00
SGSN-3G,BSGP_1,1 647384 1003 / 1003,207.236.105.24/29,,Cisco,17.5,-04:00
SGSN-3G,BSGA_1,1 647384 1009 / 1009,207.236.105.24/29,,Cisco,17.5,-04:00
SMSC,Router,1 438276 2000 / 2002,,,Airwide,,-04:00
SMSC,Router_3,1 438276 2005 / 2005,,,Airwide,,-04:00
SMSC,HATA,1 438276 2040 / 2040,,,Airwide,,-04:00
SMSC,Router_3,1 647383 2000 / 2000,,,Airwide,,-04:00
SMSC,Router_4,1 647383 2013 / 2013,,,Airwide,,-04:00
