"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,233,3418000,3428999,,,,
,54,233,5404000,5408999,,,,
,54,233,7411000,7415999,,,,
,54,234,2448000,2449999,,,,
,54,234,2486000,2487999,,,,
,54,234,2500000,2503999,,,,
,54,234,2517000,2523999,,,,
,54,234,2549000,2553999,,,,
,54,234,3404000,3408999,,,,
,54,234,4410000,4419999,,,,
,54,234,4424000,4425999,,,,
,54,234,4435000,4436999,,,,
,54,234,4437000,4437999,,,,
,54,234,4460000,4465999,,,,
,54,234,4494000,4494999,,,,
,54,234,4499000,4499999,,,,
,54,234,4507000,4519999,,,,
,54,234,5400000,5409999,,,,
,54,234,5452000,5452999,,,,
,54,234,5470000,5475999,,,,
,54,234,5536000,5545999,,,,
,54,234,6306000,6307999,,,,
,54,234,6452000,6452999,,,,
,54,234,6520000,6529999,,,,
,54,234,6532000,6536999,,,,
,54,234,6570000,6573999,,,,
,54,234,6576000,6581999,,,,
,54,234,6586000,6586999,,,,
,54,234,6603000,6613999,,,,
,54,234,6660000,6669999,,,,
,54,234,6670000,6679999,,,,
,54,235,2445000,2449999,,,,
,54,235,2475000,2479999,,,,
,54,235,2500000,2503999,,,,
,54,235,2515000,2519999,,,,
,54,235,2540000,2549999,,,,
,54,235,3418000,3422999,,,,
,54,235,4411000,4412999,,,,
,54,235,4417000,4418999,,,,
,54,235,4430000,4435999,,,,
,54,235,4436000,4437999,,,,
,54,235,5400000,5409999,,,,
,54,235,5452000,5452999,,,,
,54,235,5467000,5471999,,,,
,54,235,5535000,5541999,,,,
