"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,371,8680000,8694999,,,,
,54,372,1404000,1405999,,,,
,54,372,1430000,1442999,,,,
,54,372,1443000,1446999,,,,
,54,372,1481000,1481999,,,,
,54,372,1489000,1489999,,,,
,54,372,1641000,1641999,,,,
,54,372,5400000,5402999,,,,
,54,372,5405000,5406999,,,,
,54,372,5414000,5416999,,,,
,54,372,5430000,5433999,,,,
,54,372,5436000,5450999,,,,
,54,372,5453000,5457999,,,,
,54,372,5463000,5469999,,,,
,54,372,5483000,5487999,,,,
,54,372,5492000,5493999,,,,
,54,372,5540000,5559999,,,,
,54,372,5608000,5608999,,,,
,54,372,5640000,5641999,,,,
,54,373,1400000,1404999,,,,
,54,373,1410000,1414999,,,,
,54,373,1430000,1432999,,,,
,54,373,1435000,1444999,,,,
,54,373,1447000,1451999,,,,
,54,373,1454000,1458999,,,,
,54,373,1493000,1495999,,,,
,54,373,1501000,1519999,,,,
,54,373,1530000,1559999,,,,
,54,373,1620000,1629999,,,,
,54,373,1630000,1669999,,,,
,54,373,4400000,4404999,,,,
,54,373,4407000,4409999,,,,
,54,373,4413000,4419999,,,,
,54,373,4440000,4449999,,,,
,54,373,4480000,4489999,,,,
,54,373,4494000,4494999,,,,
,54,373,4496000,4497999,,,,
,54,373,4605000,4607999,,,,
,54,373,5402000,5406999,,,,
,54,373,5410000,5419999,,,,
,54,373,5443000,5450999,,,,
,54,373,5452000,5457999,,,,
,54,373,5464000,5467999,,,,
,54,373,5470000,5479999,,,,
,54,373,5485000,5487999,,,,
