"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,373,5520000,5549999,,,,
,54,373,5600000,5619999,,,,
,54,373,5620000,5631999,,,,
,54,373,5632000,5636999,,,,
,54,374,1402000,1408999,,,,
,54,374,1413000,1418999,,,,
,54,374,1495000,1496999,,,,
,54,374,1630000,1632999,,,,
,54,374,3410000,3414999,,,,
,54,374,3434000,3439999,,,,
,54,374,3455000,3459999,,,,
,54,374,3470000,3471999,,,,
,54,374,3479000,3489999,,,,
,54,374,3492000,3492999,,,,
,54,374,3496000,3496999,,,,
,54,374,3498000,3499999,,,,
,54,374,3512000,3520999,,,,
,54,374,3538000,3569999,,,,
,54,374,3666000,3668999,,,,
,54,375,1300000,1319999,,,,
,54,375,1400000,1419999,,,,
,54,375,1440000,1449999,,,,
,54,375,1471000,1472999,,,,
,54,375,1477000,1479999,,,,
,54,375,1497000,1499999,,,,
,54,375,1520000,1526999,,,,
,54,375,1528000,1529999,,,,
,54,375,1540000,1542999,,,,
,54,375,1556000,1568999,,,,
,54,375,1574000,1578999,,,,
,54,375,1591000,1620999,,,,
,54,375,1660000,1669999,,,,
,54,375,1678000,1679999,,,,
,54,375,4400000,4406999,,,,
,54,375,4414000,4419999,,,,
,54,375,4430000,4439999,,,,
,54,375,4450000,4451999,,,,
,54,375,4453000,4454999,,,,
,54,375,4456000,4479999,,,,
,54,375,4491000,4491999,,,,
,54,375,4495000,4495999,,,,
,54,375,4498000,4499999,,,,
,54,375,4520000,4534999,,,,
,54,375,4659000,4660999,,,,
,54,375,5200000,5249999,,,,
