"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,341,2852000,2856999,,,,
,54,341,3020000,3169999,,,,
,54,341,3200000,3249999,,,,
,54,341,3540000,3789999,,,,
,54,341,4677000,4677999,,,,
,54,341,4750000,4759999,,,,
,54,341,5310000,5329999,,,,
,54,341,5690000,5709999,,,,
,54,341,5760000,5769999,,,,
,54,341,5850000,5869999,,,,
,54,341,6000000,6029999,,,,
,54,341,6040000,6069999,,,,
,54,341,6100000,6219999,,,,
,54,341,6280000,6299999,,,,
,54,341,6400000,6439999,,,,
,54,341,6580000,6659999,,,,
,54,341,6740000,6772999,,,,
,54,341,6830000,6879999,,,,
,54,341,6900000,6971999,,,,
,54,342,4050000,4089999,,,,
,54,342,4450000,4469999,,,,
,54,342,4640000,4649999,,,,
,54,342,4720000,4729999,,,,
,54,342,4770000,4799999,,,,
,54,342,4870000,4879999,,,,
,54,342,5050000,5069999,,,,
,54,342,5080000,5089999,,,,
,54,342,5110000,5159999,,,,
,54,342,5270000,5399999,,,,
,54,342,5500000,5509999,,,,
,54,342,5820000,5829999,,,,
,54,342,5900000,5999999,,,,
,54,342,6100000,6159999,,,,
,54,342,6300000,6319999,,,,
,54,342,6335000,6336999,,,,
,54,342,6356000,6356999,,,,
,54,342,6980000,6989999,,,,
,54,343,4050000,4069999,,,,
,54,343,4380000,4389999,,,,
,54,343,4460000,4479999,,,,
,54,343,4500000,4509999,,,,
,54,343,4540000,4559999,,,,
,54,343,4570000,4579999,,,,
,54,343,4600000,4729999,,,,
,54,343,4810000,4819999,,,,
