"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,375,5300000,5309999,,,,
,54,375,5380000,5384999,,,,
,54,375,5410000,5419999,,,,
,54,375,5433000,5440999,,,,
,54,375,5442000,5449999,,,,
,54,375,5456000,5459999,,,,
,54,375,5480000,5481999,,,,
,54,375,5500000,5509999,,,,
,54,375,5540000,5559999,,,,
,54,375,5567000,5571999,,,,
,54,375,5580000,5589999,,,,
,54,375,5595000,5609999,,,,
,54,375,5626000,5699999,,,,
,54,375,6415000,6417999,,,,
,54,375,6433000,6434999,,,,
,54,375,6439000,6443999,,,,
,54,375,6450000,6450999,,,,
,54,375,6494000,6498999,,,,
,54,375,6500000,6514999,,,,
,54,375,6535000,6549999,,,,
,54,375,6610000,6619999,,,,
,54,375,7403000,7409999,,,,
,54,375,7415000,7419999,,,,
,54,375,7430000,7432999,,,,
,54,375,7436000,7437999,,,,
,54,375,7440000,7452999,,,,
,54,375,7460000,7464999,,,,
,54,375,7492000,7492999,,,,
,54,375,7500000,7519999,,,,
,54,375,7521000,7528999,,,,
,54,375,7583000,7588999,,,,
,54,375,7600000,7604999,,,,
,54,375,7610000,7634999,,,,
,54,375,7637000,7638999,,,,
,54,375,7670000,7679999,,,,
,54,375,8400000,8401999,,,,
,54,375,8404000,8404999,,,,
,54,375,8408000,8415999,,,,
,54,375,8450000,8451999,,,,
,54,375,8453000,8453999,,,,
,54,375,8455000,8459999,,,,
,54,375,8480000,8489999,,,,
,54,375,8499000,8499999,,,,
,54,375,8520000,8529999,,,,
,54,375,8568000,8569999,,,,
