"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,375,8613000,8613999,,,,
,54,375,8649000,8650999,,,,
,54,376,4100000,4199999,,,,
,54,376,4210000,4229999,,,,
,54,376,4250000,4252999,,,,
,54,376,4258000,4258999,,,,
,54,376,4270000,4279999,,,,
,54,376,4290000,4299999,,,,
,54,376,4323000,4339999,,,,
,54,376,4360000,4379999,,,,
,54,376,4390000,4399999,,,,
,54,376,4472000,4473999,,,,
,54,376,4477000,4477999,,,,
,54,376,4560000,4565999,,,,
,54,376,4570000,4579999,,,,
,54,376,4600000,4609999,,,,
,54,376,4615000,4699999,,,,
,54,376,4709000,4738999,,,,
,54,376,4758000,4762999,,,,
,54,376,4820000,4873999,,,,
,54,376,4950000,4952999,,,,
,54,376,4962000,4966999,,,,
,54,377,2400000,2405999,,,,
,54,377,2409000,2409999,,,,
,54,377,2430000,2440999,,,,
,54,377,2443000,2445999,,,,
,54,377,2454000,2455999,,,,
,54,377,2495000,2495999,,,,
,54,377,2520000,2527999,,,,
,54,377,2529000,2537999,,,,
,54,377,2549000,2549999,,,,
,54,377,2577000,2589999,,,,
,54,377,2630000,2639999,,,,
,54,377,3402000,3406999,,,,
,54,377,3410000,3410999,,,,
,54,377,3417000,3418999,,,,
,54,377,3436000,3437999,,,,
,54,377,3440000,3443999,,,,
,54,377,3449000,3450999,,,,
,54,377,3461000,3470999,,,,
,54,377,3478000,3479999,,,,
,54,377,3493000,3493999,,,,
,54,377,3497000,3498999,,,,
,54,377,3520000,3529999,,,,
,54,377,3627000,3629999,,,,
