"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,221,5100000,5104999,,,,
,54,221,5110000,5119999,,,,
,54,221,5580000,5599999,,,,
,54,221,5610000,5619999,,,,
,54,221,5680000,5699999,,,,
,54,221,5760000,5779999,,,,
,54,221,5790000,5799999,,,,
,54,221,5850000,5869999,,,,
,54,221,5940000,5989999,,,,
,54,221,6030000,6049999,,,,
,54,221,6060000,6099999,,,,
,54,221,6270000,6369999,,,,
,54,221,6600000,6609999,,,,
,54,221,6800000,6929999,,,,
,54,222,3420000,3421999,,,,
,54,222,3470000,3477999,,,,
,54,222,3488000,3488999,,,,
,54,222,3530000,3531999,,,,
,54,222,4452000,4452999,,,,
,54,222,4509000,4509999,,,,
,54,222,4510000,4519999,,,,
,54,222,4529000,4529999,,,,
,54,222,4575000,4576999,,,,
,54,222,5435000,5444999,,,,
,54,222,5452000,5453999,,,,
,54,222,5500000,5501999,,,,
,54,222,5510000,5519999,,,,
,54,222,6460000,6469999,,,,
,54,222,6485000,6485999,,,,
,54,222,6570000,6579999,,,,
,54,222,6592000,6593999,,,,
,54,222,7401000,7409999,,,,
,54,222,7498000,7498999,,,,
,54,222,7565000,7568999,,,,
,54,222,7595000,7599999,,,,
,54,222,9470000,9474999,,,,
,54,223,4250000,4259999,,,,
,54,223,4604000,4604999,,,,
,54,223,4607000,4607999,,,,
,54,223,4660000,4669999,,,,
,54,223,5000000,5000999,,,,
,54,223,5007000,5007999,,,,
,54,223,5160000,5179999,,,,
,54,223,5300000,5349999,,,,
,54,223,5480000,5489999,,,,
