"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,354,6478000,6479999,,,,
,54,354,6488000,6489999,,,,
,54,354,6500000,6504999,,,,
,54,354,6518000,6518999,,,,
,54,354,6527000,6527999,,,,
,54,354,6529000,6535999,,,,
,54,354,6650000,6651999,,,,
,54,354,6659000,6659999,,,,
,54,354,7482000,7482999,,,,
,54,354,7500000,7502999,,,,
,54,354,7531000,7532999,,,,
,54,354,7540000,7549999,,,,
,54,354,7620000,7629999,,,,
,54,354,7630000,7642999,,,,
,54,354,7643000,7645999,,,,
,54,354,7650000,7659999,,,,
,54,354,8405000,8406999,,,,
,54,354,8410000,8413999,,,,
,54,354,8430000,8432999,,,,
,54,354,8460000,8460999,,,,
,54,354,8462000,8463999,,,,
,54,354,8500000,8509999,,,,
,54,354,8526000,8526999,,,,
,54,354,8540000,8554999,,,,
,54,354,8598000,8599999,,,,
,54,354,8630000,8639999,,,,
,54,354,9440000,9440999,,,,
,54,354,9446000,9448999,,,,
,54,354,9450000,9450999,,,,
,54,354,9478000,9479999,,,,
,54,354,9500000,9505999,,,,
,54,354,9530000,9541999,,,,
,54,354,9630000,9639999,,,,
,54,356,2440000,2440999,,,,
,54,356,2446000,2447999,,,,
,54,356,2450000,2451999,,,,
,54,356,2453000,2453999,,,,
,54,356,2526000,2529999,,,,
,54,356,2560000,2567999,,,,
,54,356,2619000,2619999,,,,
,54,356,2669000,2671999,,,,
,54,356,3415000,3417999,,,,
,54,356,3433000,3435999,,,,
,54,356,3495000,3496999,,,,
,54,356,3668000,3669999,,,,
