"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,378,2418000,2419999,,,,
,54,378,2435000,2443999,,,,
,54,378,2448000,2453999,,,,
,54,378,2470000,2470999,,,,
,54,378,2474000,2477999,,,,
,54,378,2500000,2529999,,,,
,54,378,2545000,2564999,,,,
,54,378,2609000,2611999,,,,
,54,378,6414000,6417999,,,,
,54,378,6450000,6450999,,,,
,54,378,6455000,6456999,,,,
,54,378,6494000,6499999,,,,
,54,378,6610000,6619999,,,,
,54,379,4000000,4099999,,,,
,54,379,4180000,4184999,,,,
,54,379,4220000,4229999,,,,
,54,379,4250000,4279999,,,,
,54,379,4335000,4359999,,,,
,54,379,4390000,4409999,,,,
,54,379,4480000,4481999,,,,
,54,379,4530000,4534999,,,,
,54,379,4590000,4609999,,,,
,54,379,4630000,4639999,,,,
,54,379,4650000,4706999,,,,
,54,379,4720000,4729999,,,,
,54,379,4731000,4739999,,,,
,54,379,4750000,4759999,,,,
,54,379,4770000,4784999,,,,
,54,379,4790000,4804999,,,,
,54,379,4815000,4819999,,,,
,54,379,4825000,4829999,,,,
,54,379,4880000,4910999,,,,
,54,379,4912000,4914999,,,,
,54,379,4920000,4929999,,,,
,54,379,4980000,4984999,,,,
,54,379,4990000,4999999,,,,
,54,380,4234000,4273999,,,,
,54,380,4300000,4319999,,,,
,54,380,4331000,4369999,,,,
,54,380,4440000,4449999,,,,
,54,380,4483000,4483999,,,,
,54,380,4487000,4487999,,,,
,54,380,4500000,4509999,,,,
,54,380,4580000,4589999,,,,
,54,380,4610000,4619999,,,,
