Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
SMSC,CLI-RTR6,54 34990086,,,,,-03:00
SMSC,CLI-RTR7,54 34990087,,,,,-03:00
SMSC,CLI-RTR8,54 34990088,,,,,-03:00
SMSC,CLI-RTR9,54 34990089,,,,,-03:00
SMSC,,54 1151740089,,,,,-03:00
MSC/VLR-2G+3G,,54 34 990400 / 990499,,,ERICSSON,,-03:00
MSC/VLR-2G+3G,,54 34 990500 / 990599,,,ERICSSON,,-03:00
PGW,PGW1MUNa,,181.88.119.184/29,,,,-03:00
PGW,PGW1MUNb,,181.88.119.192/30,,,,-03:00
PGW,PGW1BELa,,181.88.119.196/29,,,,-03:00
PGW,PGW1BELb,,181.88.119.204/30,,,,-03:00
MME,MME1CLI,54 34990044,181.88.119.232,,,,-03:00
MME,MME1CLI,54 34990044,181.88.119.233,,,,-03:00
MME,MME2CLI,54 34990045,181.88.119.234,,,,-03:00
MME,MME2CLI,54 34990045,181.88.119.235,,,,-03:00
MME,MME1MUN,54 34990042,181.88.119.235,,,,-03:00
MME,MME1MUN,54 34990042,181.88.119.237,,,,-03:00
MME,MME2MUN,54 34990043,181.88.119.238,,,,-03:00
MME,MME2MUN,54 34990043,181.88.119.239,,,,-03:00
MME,MME1BEL,54 34990040,181.88.119.246,,,,-03:00
MME,MME1BEL,54 34990040,181.88.119.247,,,,-03:00
MME,MME2BEL,54 34990041,181.88.119.248,,,,-03:00
MME,MME2BEL,54 34990041,181.88.119.249,,,,-03:00
PGW,PGW1MZAa,,181.96.75.73/29,,,,-03:00
PGW,PGW1MZAb,,181.96.75.81/30,,,,-03:00
PGW,PGW1BHBa,,181.96.75.57/29,,,,-03:00
PGW,PGW1BHBb,,181.96.75.67/30,,,,-03:00
PGW,PGW1TUCa,,181.96.75.43/29,,,,-03:00
PGW,PGW1TUCb,,181.96.75.51/30,,,,-03:00
PGW,PGW1CORa,,181.96.75.29/29,,,,-03:00
PGW,PGW1CORb,,181.96.75.37/30,,,,-03:00
PGW,PGW1ROSa,,181.96.75.15/29,,,,-03:00
PGW,PGW1ROSb,,181.96.75.23/30,,,,-03:00
PGW,PGW1RESa,,181.96.75.1/29,,,,-03:00
PGW,PGW1RESb,,181.96.75.9/30,,,,-03:00
MSC/VLR-2G+3G,MUN1MSC,54 1151740094,,,HUAWEI,,-03:00
MSC/VLR-2G+3G,BEL1MSC,54 1151740093,,,HUAWEI,,-03:00
MSC/VLR-2G+3G,CLI1MSC,54 1151740092,,,HUAWEI,,-03:00
HLR,Clinicas,54 1151740014,,,Huawei,,-03:00
HLR,Belgrano,54 1151740015,,,Huawei,,-03:00
HLR,Munro,54 1151740016,,,Huawei,,-03:00
MSC/VLR-2G+3G,,54 34 990200 / 990214,,,Huawei,,-03:00
PGW,PGW1CLIa,,181.88.119.208/29,,,,-03:00
PGW,PGW1CLIb,,181.88.119.216/30,,,,-03:00
PGW,PGW2CLIa,,190.224.101.39/32,,,,-03:00
PGW,PGW2CLIb,,190.224.101.40/29,,,,-03:00
PGW,PGW2CLIc,,190.224.101.48/30,,,,-03:00
PGW,PGW2MUNa,,181.88.119.220/30,,,,-03:00
PGW,PGW2MUNb,,181.88.119.223/29,,,,-03:00
HLR,,54 34990147,,,,,-03:00
SMSC,,54 1151740047,,,,,-03:00
SMSC,,54 34990146,,,,,-03:00
SMSC,,54 34990152,,,,,-03:00
SMSC,,54 34990153,,,,,-03:00
