"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,362,4000000,4114999,,,,
,54,362,4182000,4186999,,,,
,54,362,4200000,4209999,,,,
,54,362,4220000,4229999,,,,
,54,362,4240000,4259999,,,,
,54,362,4275000,4279999,,,,
,54,362,4300000,4309999,,,,
,54,362,4315000,4319999,,,,
,54,362,4330000,4339999,,,,
,54,362,4380000,4389999,,,,
,54,362,4457000,4457999,,,,
,54,362,4477000,4477999,,,,
,54,362,4540000,4549999,,,,
,54,362,4560000,4569999,,,,
,54,362,4600000,4629999,,,,
,54,362,4638000,4669999,,,,
,54,362,4680000,4689999,,,,
,54,362,4700000,4729999,,,,
,54,362,4740000,4749999,,,,
,54,362,4755000,4759999,,,,
,54,362,4766000,4770999,,,,
,54,362,4776000,4785999,,,,
,54,362,4800000,4804999,,,,
,54,362,4810000,4814999,,,,
,54,362,4870000,4909999,,,,
,54,362,4964000,4971999,,,,
,54,364,4265000,4266999,,,,
,54,364,4320000,4389999,,,,
,54,364,4400000,4409999,,,,
,54,364,4418000,4419999,,,,
,54,364,4440000,4441999,,,,
,54,364,4443000,4459999,,,,
,54,364,4462000,4464999,,,,
,54,364,4466000,4469999,,,,
,54,364,4500000,4509999,,,,
,54,364,4540000,4549999,,,,
,54,364,4560000,4569999,,,,
,54,364,4590000,4599999,,,,
,54,364,4605000,4633999,,,,
,54,364,4636000,4639999,,,,
,54,364,4650000,4662999,,,,
,54,364,4670000,4689999,,,,
,54,364,4700000,4749999,,,,
,54,370,4000000,4099999,,,,
,54,370,4200000,4209999,,,,
