"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,247,4490000,4490999,,,,
,54,247,4505000,4509999,,,,
,54,247,4525000,4529999,,,,
,54,247,5414000,5423999,,,,
,54,247,5491000,5495999,,,,
,54,247,7200000,7209999,,,,
,54,247,7220000,7239999,,,,
,54,247,7366000,7374999,,,,
,54,247,7462000,7462999,,,,
,54,247,7510000,7519999,,,,
,54,247,7609000,7609999,,,,
,54,247,7650000,7658999,,,,
,54,247,7670000,7679999,,,,
,54,247,7691000,7697999,,,,
,54,247,8420000,8429999,,,,
,54,247,8497000,8497999,,,,
,54,247,8523000,8525999,,,,
,54,247,8547000,8548999,,,,
,54,247,8565000,8571999,,,,
,54,249,4250000,4259999,,,,
,54,249,4280000,4289999,,,,
,54,249,4362000,4379999,,,,
,54,249,4462000,4462999,,,,
,54,249,4520000,4529999,,,,
,54,249,4610000,4619999,,,,
,54,249,4650000,4659999,,,,
,54,249,4675000,4678999,,,,
,54,249,4680000,4689999,,,,
,54,260,4066000,4067999,,,,
,54,260,4285000,4299999,,,,
,54,260,4315000,4315999,,,,
,54,260,4327000,4329999,,,,
,54,260,4360000,4380999,,,,
,54,260,4380000,4381999,,,,
,54,260,4381000,4382999,,,,
,54,260,4382000,4382999,,,,
,54,260,4462000,4463999,,,,
,54,260,4500000,4512999,,,,
,54,260,4615000,4616999,,,,
,54,260,4642000,4644999,,,,
,54,261,2130000,2149999,,,,
,54,261,2300000,2399999,,,,
,54,261,3080000,3329999,,,,
,54,261,3990000,3999999,,,,
,54,261,4558000,4559999,,,,
