"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,387,8609000,8609999,,,,
,54,387,8610000,8649999,,,,
,54,387,8664000,8664999,,,,
,54,387,8670000,8679999,,,,
,54,388,4040000,4049999,,,,
,54,388,4080000,4109999,,,,
,54,388,4140000,4159999,,,,
,54,388,4330000,4349999,,,,
,54,388,4500000,4509999,,,,
,54,388,4600000,4699999,,,,
,54,388,4700000,4709999,,,,
,54,388,4750000,4779999,,,,
,54,388,4800000,4809999,,,,
,54,388,4840000,4849999,,,,
,54,388,4870000,4889999,,,,
,54,388,4960000,4979999,,,,
,54,388,5080000,5089999,,,,
,54,388,5120000,5149999,,,,
,54,388,5160000,5219999,,,,
,54,388,5400000,5407999,,,,
,54,388,5430000,5434999,,,,
,54,388,5470000,5471999,,,,
,54,388,5473000,5476999,,,,
,54,388,5628000,5629999,,,,
,54,388,5910000,5914999,,,,
,54,388,5924000,5928999,,,,
,54,388,6400000,6403999,,,,
,54,388,6412000,6414999,,,,
,54,388,6447000,6452999,,,,
,54,388,6473000,6473999,,,,
,54,388,6478000,6479999,,,,
,54,388,6520000,6529999,,,,
,54,388,6560000,6569999,,,,
,54,388,6592000,6599999,,,,
,54,388,6601000,6601999,,,,
,54,388,6650000,6659999,,,,
,54,388,6820000,6829999,,,,
,54,388,6850000,6869999,,,,
,54,388,7400000,7401999,,,,
,54,388,7410000,7411999,,,,
,54,388,7470000,7471999,,,,
,54,388,7473000,7473999,,,,
,54,388,7629000,7630999,,,,
,54,388,8040000,8049999,,,,
,54,388,8080000,8109999,,,,
