"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,280,4700000,4703999,,,,
,54,280,4780000,4813999,,,,
,54,280,4890000,4909999,,,,
,54,280,4915000,4919999,,,,
,54,280,4920000,4944999,,,,
,54,290,1410000,1410999,,,,
,54,290,1462000,1462999,,,,
,54,290,1480000,1484999,,,,
,54,290,1501000,1503999,,,,
,54,290,1510000,1519999,,,,
,54,290,1523000,1523999,,,,
,54,290,1540000,1549999,,,,
,54,290,1620000,1624999,,,,
,54,290,1631000,1635999,,,,
,54,290,2440000,2449999,,,,
,54,291,4350000,4359999,,,,
,54,291,4380000,4409999,,,,
,54,291,4460000,4499999,,,,
,54,291,4608000,4608999,,,,
,54,291,4640000,4679999,,,,
,54,291,4760000,4799999,,,,
,54,291,4970000,5000999,,,,
,54,291,5010000,5029999,,,,
,54,291,5280000,5289999,,,,
,54,291,5330000,5339999,,,,
,54,291,5511000,5512999,,,,
,54,292,0374000,0378999,,,,
,54,292,0374000,0378999,,,,
,54,292,0390000,0399999,,,,
,54,292,0452000,0452999,,,,
,54,292,0452000,0452999,,,,
,54,292,0500000,0509999,,,,
,54,292,0500000,0509999,,,,
,54,292,0535000,0539999,,,,
,54,292,0535000,0539999,,,,
,54,292,0561000,0567999,,,,
,54,292,0561000,0567999,,,,
,54,292,0591000,0595999,,,,
,54,292,0591000,0595999,,,,
,54,292,0599000,0599999,,,,
,54,292,0599000,0599999,,,,
,54,292,0630000,0639999,,,,
,54,292,0630000,0639999,,,,
,54,292,0668000,0695999,,,,
,54,292,0668000,0695999,,,,
