"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,54,352,5454000,5459999,,,,
,54,352,5475000,5482999,,,,
,54,352,5488000,5489999,,,,
,54,352,5515000,5515999,,,,
,54,352,5540000,5555999,,,,
,54,352,5590000,5604999,,,,
,54,352,5615000,5629999,,,,
,54,352,5640000,5649999,,,,
,54,353,2400000,2400999,,,,
,54,353,2403000,2403999,,,,
,54,353,2405000,2406999,,,,
,54,353,2430000,2433999,,,,
,54,353,2442000,2446999,,,,
,54,353,2460000,2460999,,,,
,54,353,2468000,2469999,,,,
,54,353,2677000,2679999,,,,
,54,353,3415000,3415999,,,,
,54,353,3430000,3431999,,,,
,54,353,3441000,3445999,,,,
,54,353,3450000,3450999,,,,
,54,353,3457000,3457999,,,,
,54,353,3474000,3479999,,,,
,54,353,3680000,3689999,,,,
,54,353,4010000,4019999,,,,
,54,353,4090000,4099999,,,,
,54,353,4130000,4139999,,,,
,54,353,4210000,4219999,,,,
,54,353,4250000,4579999,,,,
,54,353,4700000,4724999,,,,
,54,353,4727000,4728999,,,,
,54,353,4728000,4829999,,,,
,54,353,4848000,4849999,,,,
,54,353,4865000,4867999,,,,
,54,353,6559000,6579999,,,,
,54,353,7010000,7019999,,,,
,54,353,7090000,7099999,,,,
,54,353,7130000,7139999,,,,
,54,353,7210000,7219999,,,,
,54,353,7250000,7259999,,,,
,54,353,7302000,7305999,,,,
,54,353,7310000,7323999,,,,
,54,353,7352000,7352999,,,,
,54,353,7353000,7353999,,,,
,54,353,7354000,7355999,,,,
,54,353,7355000,7356999,,,,
